3 judge dc?,admin action.id,admin action.state,agency,area,authority 1,authority 2,case,case issues,case.disposition,chief,date argued.day,date argued.full,date argued.month,date argued.year,date reargued.day,date reargued.full,date reargued.month,date reargued.year,date.day,date.full,date.month,date.year,decision.direction,decision.type,disagreement?,disposition,dissent agrees,docket,end.day,end.full,end.month,end.year,id.docket,issue.id,jurisdiction,laws.id,laws.type,led,lexis,lower court.direction,majority,majority assigner.id,majority assigner.long name,majority assigner.name,majority writer.id,majority writer.long name,majority writer.name,minority,name,natural court.id,origin.id,origin.name,origin.state,period,petitioner.entity,petitioner.id,petitioner.state,precedent altered?,reasons,respondent.entity,respondent.id,respondent.state,sct,source.id,source.name,source.state,split on second,start.day,start.full,start.month,start.year,term,text,unclear,unconstitutional,unusual,us,vote,winning party
False,57,,Federal Trade Commission,Economic Activity,interpretation of administrative regulation or rule,statutory construction,1952-039,1952-039-01-01,reversed,Vinson,8,12/8/1952,12,1952,8,12/8/1952,12,1952,2,2/2/1953,2,1953,liberal,court opinion,False,reversed,False,75,4,October/04/1953,10,1953,1952-039-01,80010,cert,3,Federal Statute,97 L. Ed. 2d 426,1953 U.S. LEXIS 2566,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,2,"FEDERAL TRADE COMMISSION v. MOTION PICTURE ADVERTISING SERVICE CO., INC.",1303,25,"U.S. Court of Appeals, Fifth Circuit",,3,Federal Trade Commission,357,,False,no reason given,"movie, play, pictorial representation, theatrical production, actor, or exhibitor or distributor of",156,,73 S. Ct. 361,25,"U.S. Court of Appeals, Fifth Circuit",,False,12,October/12/1949,10,1949,1952,antitrust (except in the context of mergers and union antitrust),False,no unconstitutionality,False,344 U.S. 392,1952-039-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,Supreme Court supervision of lower federal or state courts or original jurisdiction,statutory construction,1952-040,1952-040-01-01,reversed,Vinson,14,1/14/1953,1,1953,14,1/14/1953,1,1953,2,2/2/1953,2,1953,liberal,court opinion,False,reversed,False,320,4,October/04/1953,10,1953,1952-040-01,80040,cert,3,Federal Statute,97 L. Ed. 2d 441,1953 U.S. LEXIS 2424,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,3,"STONE v. NEW YORK, CHICAGO & ST. LOUIS RAILROAD CO.",1303,302,State Trial Court,North Carolina,3,"employee, or job applicant, including beneficiaries of",145,,False,no reason given,railroad,231,,73 S. Ct. 358,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,sufficiency of evidence: typically in the context of a jury's determination of compensation for injury or death,False,no unconstitutionality,False,344 U.S. 407,1952-040-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,federal common law,,1952-041,1952-041-01-01,reversed,Vinson,17,12/17/1952,12,1952,17,12/17/1952,12,1952,2,2/2/1953,2,1953,liberal,court opinion,False,affirmed,False,182,4,October/04/1953,10,1953,1952-041-01,10160,cert,-1,unknown,97 L. Ed. 2d 447,1953 U.S. LEXIS 2425,conservative,9,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,0,GORDON ET AL. v. UNITED STATES,1303,66,Illinois Northern U.S. District Court,,3,"person accused, indicted, or suspected of crime",100,,False,no reason given,United States,27,,73 S. Ct. 369,27,"U.S. Court of Appeals, Seventh Circuit",,False,12,October/12/1949,10,1949,1952,"discovery and inspection (in the context of criminal litigation only, otherwise Freedom of Information Act and related federal or state statutes or regulations)",False,no unconstitutionality,False,344 U.S. 414,1952-041-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,judicial review (state level),,1952-042,1952-042-01-01,affirmed (includes modified),Vinson,23,10/23/1952,10,1952,23,10/23/1952,10,1952,2,2/2/1953,2,1953,conservative,court opinion,False,affirmed,False,34,4,October/04/1953,10,1953,1952-042-01,10170,cert,2,Constitutional Amendment,97 L. Ed. 2d 456,1953 U.S. LEXIS 2426,conservative,6,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,2,BROCK v. NORTH CAROLINA,1303,302,State Trial Court,North Carolina,3,"person accused, indicted, or suspected of crime",100,,False,no reason given,State,28,North Carolina,73 S. Ct. 349,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,double jeopardy,False,no unconstitutionality,False,344 U.S. 424,1952-042-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,judicial review (state level),,1952-043,1952-043-01-01,affirmed (includes modified),Vinson,28,4/28/1952,4,1952,13,10/13/1952,10,1952,9,2/9/1953,2,1953,conservative,court opinion,False,affirmed,False,32,4,October/04/1953,10,1953,1952-043-01,10010,cert,2,Constitutional Amendment,97 L. Ed. 2d 469,1953 U.S. LEXIS 2391,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,3,"BROWN v. ALLEN, WARDEN",1303,98,North Carolina Eastern U.S. District Court,,3,person convicted of crime,126,,False,to resolve important or significant question,State,28,North Carolina,73 S. Ct. 397,24,"U.S. Court of Appeals, Fourth Circuit",,False,12,October/12/1949,10,1949,1952,involuntary confession,False,no unconstitutionality,False,344 U.S. 443,1952-043-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,judicial review (state level),,1952-044,1952-044-01-01,affirmed (includes modified),Vinson,29,4/29/1952,4,1952,13,10/13/1952,10,1952,9,2/9/1953,2,1953,conservative,court opinion,False,affirmed,False,31,4,October/04/1953,10,1953,1952-044-01,10030,cert,2,Constitutional Amendment,97 L. Ed. 2d 549,1953 U.S. LEXIS 2392,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,3,"UNITED STATES EX REL. SMITH v. BALDI, SUPERINTENDENT, PHILADELPHIA COUNTY PRISON",1303,109,Pennsylvania Eastern U.S. District Court,,3,person allegedly criminally insane or mentally incompetent to stand trial,136,,False,no reason given,State,28,Pennsylvania,73 S. Ct. 391,23,"U.S. Court of Appeals, Third Circuit",,False,12,October/12/1949,10,1949,1952,plea bargaining: the constitutionality of and/or the circumstances of its exercise,False,no unconstitutionality,False,344 U.S. 561,1952-044-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,judicial review (state level),,1952-045,1952-045-01-01,reversed and remanded,Vinson,17,10/17/1952,10,1952,17,10/17/1952,10,1952,9,2/9/1953,2,1953,liberal,court opinion,False,affirmed,False,23,4,October/04/1953,10,1953,1952-045-01,80100,cert,1,Constitution,97 L. Ed. 2d 559,1953 U.S. LEXIS 2393,conservative,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,1,CITY OF CHICAGO v. WILLETT COMPANY,1303,302,State Trial Court,North Carolina,3,"city, town, township, village, or borough government or governmental unit",3,Illinois,False,to resolve important or significant question,"trucking company, or motor carrier",245,,73 S. Ct. 460,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,state or local government tax ,False,no unconstitutionality,False,344 U.S. 574,1952-045-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,judicial review (state level),,1952-046,1952-046-01-01,reversed,Vinson,5,1/5/1953,1,1953,5,1/5/1953,1,1953,9,2/9/1953,2,1953,liberal,court opinion,False,unknown,False,187,4,October/04/1953,10,1953,1952-046-01,80100,appeal,1,Constitution,97 L. Ed. 2d 567,1953 U.S. LEXIS 2394,liberal,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,2,"BODE ET AL. v. BARRETT, SECRETARY OF STATE, ET AL.",1303,302,State Trial Court,North Carolina,3,"trucking company, or motor carrier",245,,False,case did not arise on cert or cert not granted,"governmental official, or an official of an agency established under an interstate compact",19,Illinois,73 S. Ct. 468,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,state or local government tax ,False,no unconstitutionality,True,344 U.S. 583,1952-046-01-01-01,no favorable disposition for petitioning party
False,27,,Department of Justice or Attorney General,Due Process,interpretation of administrative regulation or rule,,1952-047,1952-047-01-01,reversed and remanded,Vinson,17,10/17/1952,10,1952,17,10/17/1952,10,1952,9,2/9/1953,2,1953,liberal,court opinion,False,affirmed,False,17,4,October/04/1953,10,1953,1952-047-01,40020,cert,-1,unknown,97 L. Ed. 2d 576,1953 U.S. LEXIS 2554,conservative,8,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,86,"Burton, Harold ( 10/01/1945 - 10/13/1958 )",HHBurton,1,KWONG HAI CHEW v. COLDING ET AL.,1303,94,New York Eastern U.S. District Court,,3,"alien, person subject to a denaturalization proceeding, or one whose citizenship is revoked",106,,False,to resolve important or significant question,"Immigration and Naturalization Service, or Director of, or District Director of, or Immigration and Naturalization Enforcement",368,,73 S. Ct. 472,22,"U.S. Court of Appeals, Second Circuit",,False,12,October/12/1949,10,1949,1952,due process: hearing or notice (other than as pertains to government employees or prisoners' rights) ,False,no unconstitutionality,False,344 U.S. 590,1952-047-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,statutory construction,Supreme Court supervision of lower federal or state courts or original jurisdiction,1952-048,1952-048-01-01,affirmed (includes modified),Vinson,8,12/8/1952,12,1952,8,12/8/1952,12,1952,9,2/9/1953,2,1953,conservative,court opinion,False,affirmed,False,66,4,October/04/1953,10,1953,1952-048-01,10400,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 593,1953 U.S. LEXIS 2395,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,3,LUTWAK ET AL. v. UNITED STATES,1303,66,Illinois Northern U.S. District Court,,3,"person accused, indicted, or suspected of crime",100,,False,no reason given,United States,27,,73 S. Ct. 481,27,"U.S. Court of Appeals, Seventh Circuit",,False,12,October/12/1949,10,1949,1952,statutory construction of criminal laws: conspiracy (cf. subconstitutional fair procedure: conspiracy) ,False,no unconstitutionality,False,344 U.S. 604,1952-048-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Federalism,statutory construction,,1952-049,1952-049-01-01,affirmed (includes modified),Vinson,12,1/12/1953,1,1953,12,1/12/1953,1,1953,9,2/9/1953,2,1953,conservative,court opinion,False,reversed,False,295,4,October/04/1953,10,1953,1952-049-01,100030,appeal,6,Infrequently litigated statutes,97 L. Ed. 2d 617,1953 U.S. LEXIS 2396,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,2,HOWARD ET AL. v. COMMISSIONERS OF THE SINKING FUND OF THE CITY OF LOUISVILLE ET AL.,1303,302,State Trial Court,North Carolina,3,governmental employee or job applicant,8,United States,False,case did not arise on cert or cert not granted,"city, town, township, village, or borough government or governmental unit",3,Kentucky,73 S. Ct. 465,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,False,no unconstitutionality,False,344 U.S. 624,1952-049-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,statutory construction,,1952-050,1952-050-01-01,affirmed (includes modified),Vinson,9,2/9/1953,2,1953,9,2/9/1953,2,1953,9,2/9/1953,2,1953,liberal,per curiam,False,affirmed,False,499,4,October/04/1953,10,1953,1952-050-01,10490,cert,3,Federal Statute,97 L. Ed. 2d 622,1953 U.S. LEXIS 2397,liberal,9,-1,unknown,unknown,-1,unknown,unknown,0,UNITED STATES v. LANE MOTOR CO.,1303,105,Oklahoma Eastern U.S. District Court,,3,United States,27,,False,federal court conflict,"tangible property, other than real estate, including contraband",127,,73 S. Ct. 459,30,"U.S. Court of Appeals, Tenth Circuit",,False,12,October/12/1949,10,1949,1952,statutory construction of criminal laws: internal revenue (cf. Federal Taxation) ,False,no unconstitutionality,False,344 U.S. 630,1952-050-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Privacy,statutory construction,,1952-051,1952-051-01-01,reversed and remanded,Vinson,21,10/21/1952,10,1952,21,10/21/1952,10,1952,9,3/9/1953,3,1953,conservative,court opinion,False,affirmed,False,21,4,October/04/1953,10,1953,1952-051-01,50040,cert,4,Court Rules,97 L. Ed. 2d 727,1953 U.S. LEXIS 2329,liberal,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,3,UNITED STATES v. REYNOLDS ET AL.,1303,109,Pennsylvania Eastern U.S. District Court,,3,United States,27,,False,to resolve important or significant question,"physically injured person, including wrongful death, who is not an employee",208,,73 S. Ct. 528,23,"U.S. Court of Appeals, Third Circuit",,False,12,October/12/1949,10,1949,1952,Freedom of Information Act and related federal or state statutes or regulations,False,no unconstitutionality,False,345 U.S. 1,1952-051-01-01-01,favorable disposition for petitioning party
False,71,,Department or Secretary of Labor,Unions,statutory construction,interpretation of administrative regulation or rule,1952-052,1952-052-01-01,affirmed (includes modified),Vinson,2,2/2/1953,2,1953,2,2/2/1953,2,1953,9,3/9/1953,3,1953,liberal,court opinion,False,affirmed,False,296,4,October/04/1953,10,1953,1952-052-01,70040,cert,3,Federal Statute,97 L. Ed. 2d 745,1953 U.S. LEXIS 2615,liberal,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,2,"ALSTATE CONSTRUCTION CO. v. DURKIN, SECRETARY OF LABOR",1303,110,Pennsylvania Middle U.S. District Court,,3,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,False,federal court conflict,Department or Secretary of Labor,371,,73 S. Ct. 565,23,"U.S. Court of Appeals, Third Circuit",,False,12,October/12/1949,10,1949,1952,Fair Labor Standards Act,False,no unconstitutionality,False,345 U.S. 13,1952-052-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Unions,statutory construction,,1952-053,1952-053-01-01,reversed and remanded,Vinson,3,2/3/1953,2,1953,3,2/3/1953,2,1953,9,3/9/1953,3,1953,liberal,court opinion,False,affirmed,False,410,4,October/04/1953,10,1953,1952-053-01,70040,cert,3,Federal Statute,97 L. Ed. 2d 751,1953 U.S. LEXIS 2616,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,2,THOMAS v. HEMPT BROTHERS,1303,302,State Trial Court,North Carolina,3,"employee, or job applicant, including beneficiaries of",145,,False,conflict between federal court and state court,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,73 S. Ct. 568,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,Fair Labor Standards Act,False,no unconstitutionality,False,345 U.S. 19,1952-053-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,judicial review (national level),,1952-054,1952-054-01-01,reversed,Vinson,16,12/16/1952,12,1952,16,12/16/1952,12,1952,9,3/9/1953,3,1953,conservative,court opinion,False,unknown,False,167,4,October/04/1953,10,1953,1952-054-01,10090,appeal,2,Constitutional Amendment,97 L. Ed. 2d 754,1953 U.S. LEXIS 2699,liberal,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,3,UNITED STATES v. KAHRIGER,1303,109,Pennsylvania Eastern U.S. District Court,,3,United States,27,,False,case did not arise on cert or cert not granted,"person accused, indicted, or suspected of crime",100,,73 S. Ct. 510,109,Pennsylvania Eastern U.S. District Court,,False,12,October/12/1949,10,1949,1952,self-incrimination (other than as pertains to Miranda or immunity from prosecution),False,no unconstitutionality,False,345 U.S. 22,1952-054-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1952-055,1952-055-01-01,affirmed (includes modified),Vinson,11,12/11/1952,12,1952,11,12/11/1952,12,1952,9,3/9/1953,3,1953,conservative,court opinion,True,reversed,False,87,4,October/04/1953,10,1953,1952-055-01,80140,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 770,1953 U.S. LEXIS 2617,conservative,7,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,0,UNITED STATES v. RUMELY,1303,55,District Of Columbia U.S. District Court,,3,United States,27,,False,no reason given,"witness, or person under subpoena",254,,73 S. Ct. 543,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,12,October/12/1949,10,1949,1952,"corruption, governmental or governmental regulation of other than as in campaign spending",False,no unconstitutionality,False,345 U.S. 41,1952-055-01-01-01,no favorable disposition for petitioning party
