Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
4900 MUELLER BLVD,0,AUSTIN,TRAVIS,Yes,0,0,0,30.303408,-97.706939,0,DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,0,Voluntary non-profit - Private,5123240000,453310,0,TX,Childrens,78723
5848 SOUTH 300 EAST,2,MURRAY,SALT LAKE,No,0,0,0,40.644157,-111.883463,1635,THE ORTHOPEDIC SPECIALTY HOSPITAL,0,Voluntary non-profit - Private,8013144100,460049,32,UT,Acute Care Hospitals,84107
1400 HOSPITAL DRIVE,4113,HURRICANE,PUTNAM,Yes,447,8285,4592,38.449717,-81.951531,3075,CAMC TEAYS VALLEY HOSPITAL,1774,Voluntary non-profit - Private,3047571700,510085,3307,WV,Acute Care Hospitals,25526
68 HARRIS BUSHVILLE ROAD,27,HARRIS,SULLIVAN,Yes,0,2243,161,41.707796,-74.736981,466,CATSKILL REGIONAL MEDICAL CENTER,116,Voluntary non-profit - Private,8457943300,330386,770,NY,Acute Care Hospitals,12742
3424 KOSSUTH AVENUE & 210TH STREET,10,BRONX,BRONX,Yes,140,1027,123,40.880131,-73.88178,339,NORTH CENTRAL BRONX HOSPITAL,106,Government - Local,2125195000,330385,1136,NY,Acute Care Hospitals,10467
5909 HARRY HINES BLVD,1734,DALLAS,DALLAS,Yes,1164,5242,489,32.815262,-96.845779,719,UT SOUTHWESTERN UNIVERSITY HOSPITAL,2505,Government - State,2148793758,450044,176,TX,Acute Care Hospitals,75390
200 SAINT CLAIR STREET,33,SAINT MARYS,AUGLAIZE,Yes,92,1278,70,40.54519,-84.369849,200,GRAND LAKE HEALTH SYSTEM,762,Voluntary non-profit - Private,4193943335,360032,68,OH,Acute Care Hospitals,45885
"414 NAVARRO, SUITE 600",273,SAN ANTONIO,BEXAR,Yes,348,1036,72,29.425555,-98.489434,394,NIX HEALTH CARE SYSTEM,413,Proprietary,2102712188,450130,21,TX,Acute Care Hospitals,78205
801 BEDELL AVE,0,DEL RIO,VAL VERDE,Yes,913,105,137,29.374044,-100.892535,355,VAL VERDE REGIONAL MEDICAL CENTER,0,Government - Hospital District or Authority,8307758566,450154,29,TX,Acute Care Hospitals,78840
380 WOODS COVE ROAD,0,SCOTTSBORO,JACKSON,Yes,0,0,0,34.661731,-86.04666,0,HIGHLANDS MEDICAL CENTER,0,Government - Hospital District or Authority,2562594444,10061,0,AL,Acute Care Hospitals,35768
1200 W MAPLE AVENUE,0,GENEVA,GENEVA,Yes,0,0,0,31.048247,-85.88999,0,WIREGRASS MEDICAL CENTER,0,Government - Hospital District or Authority,3346843655,10062,0,AL,Acute Care Hospitals,36340
3316 HIGHWAY 280,0,ALEXANDER CITY,TALLAPOOSA,Yes,0,0,0,32.885876,-85.869085,0,RUSSELL HOSPITAL,0,Voluntary non-profit - Private,2563297100,10065,0,AL,Acute Care Hospitals,35010
3181 SW SAM JACKSON PARK ROAD,312,PORTLAND,MULTNOMAH,Yes,1599,1332,412,45.497293,-122.686069,693,OHSU HOSPITAL AND CLINICS,22,Voluntary non-profit - Other,5034944036,380009,200,OR,Acute Care Hospitals,97239
24273 FIFTH AVENUE,0,FLORALA,COVINGTON,Yes,0,0,0,31.002038,-86.321021,0,FLORALA MEMORIAL HOSPITAL,0,Proprietary,3348583287,10066,0,AL,Acute Care Hospitals,36442
820 W WASHINGTON ST,0,EUFAULA,BARBOUR,Yes,0,0,0,31.8887,-85.1562,0,MEDICAL CENTER BARBOUR,0,Government - Hospital District or Authority,3346887271,10069,0,AL,Acute Care Hospitals,36027
"6901 NORTH 72ND STREET, SUITE 20300",0,OMAHA,DOUGLAS,No,0,0,0,41.321816,-96.021326,1,"NEBRASKA SPINE HOSPITAL, LLC",22,Proprietary,4025723000,280133,1,NE,Acute Care Hospitals,68122
5500 E. KELLOG,0,WICHITA,SEDGWICK,No,0,0,0,37.681213,-97.274673,0,WICHITA VA MEDICAL CENTER,0,Government Federal,3166852221,17008F,0,KS,ACUTE CARE - VETERANS ADMINISTRATION,67218
1451 EL CAMINO REAL,672,THE VILLAGES,SUMTER,Yes,0,1502,488,28.95014,-81.958617,762,"VILLAGES REGIONAL HOSPITAL, THE",139,Voluntary non-profit - Private,3527518000,100290,1058,FL,Acute Care Hospitals,32159
250 NORTH WICKHAM ROAD,166,MELBOURNE,BREVARD,Yes,0,44,106,28.109689,-80.672787,536,WUESTHOFF MEDICAL CENTER - MELBOURNE,14,Voluntary non-profit - Private,3217521200,100291,46,FL,Acute Care Hospitals,32935
7800 US HWY 98 W,188,MIRAMAR BEACH,WALTON,Yes,0,2634,156,30.378368,-86.306956,151,SACRED HEART HOSPITAL ON THE EMERALD COAST,321,Voluntary non-profit - Other,8502783600,100292,20,FL,Acute Care Hospitals,32550
5000 UNIVERSITY DR,86,CORAL GABLES,MIAMI-DADE,Yes,0,685,23,25.724656,-80.273198,1404,DOCTORS HOSPITAL INC,218,Voluntary non-profit - Other,3056662111,100296,21,FL,Acute Care Hospitals,33146
8330 LAKEWOOD RANCH BOULEVARD,14,BRADENTON,MANATEE,Yes,0,987,151,27.390913,-82.435731,142,LAKEWOOD RANCH MEDICAL CENTER,21,Proprietary,9417822100,100299,12,FL,Acute Care Hospitals,34202
79-01 BROADWAY,173,ELMHURST,QUEENS,Yes,546,2294,551,40.745005,-73.885613,379,ELMHURST HOSPITAL CENTER,151,Government - Local,7183341141,330128,666,NY,Acute Care Hospitals,11373
N10561 GRAND VIEW LANE,0,IRONWOOD,GOGEBIC,Yes,0,0,0,46.478174,-90.104694,0,ASPIRUS GRAND VIEW HOSPITAL,0,Voluntary non-profit - Private,9069322525,231333,0,MI,Critical Access Hospitals,49938
2200 E WASHINGTON,39,BLOOMINGTON,MCLEAN,Yes,0,120,205,40.482536,-88.955192,63,ST JOSEPH MEDICAL CENTER,12,Voluntary non-profit - Church,3096623311,140162,20,IL,Acute Care Hospitals,61701
901 WEST MAIN STREET,343,FREEHOLD,MONMOUTH,Yes,59,3268,849,40.238546,-74.312981,1151,CENTRASTATE MEDICAL CENTER,602,Voluntary non-profit - Private,7324312000,310111,591,NJ,Acute Care Hospitals,7728
1045 WEST STEPHENSON STREET,1287,FREEPORT,STEPHENSON,Yes,985,5765,391,42.295925,-89.637734,713,FHN MEMORIAL HOSPITAL,1689,Voluntary non-profit - Private,8152354131,140160,979,IL,Acute Care Hospitals,61032
2500 WEST REYNOLDS STREET,152,PONTIAC,LIVINGSTON,Yes,0,962,311,40.871027,-88.679577,435,SAINT JAMES HOSPITAL,307,Voluntary non-profit - Church,8158422828,140161,636,IL,Acute Care Hospitals,61764
1800 E LAKE SHORE DR,60,DECATUR,MACON,Yes,0,7,33,39.827488,-88.931697,11,ST MARYS HOSPITAL,32,Voluntary non-profit - Private,2174647000,140166,0,IL,Acute Care Hospitals,62521
200 FAIRMAN STREET,52,WATSEKA,IROQUOIS,Yes,148,517,111,40.765533,-87.73265,81,IROQUOIS MEMORIAL HOSPITAL,7,Voluntary non-profit - Private,8154325201,140167,30,IL,Acute Care Hospitals,60970
405 W JACKSON,707,CARBONDALE,JACKSON,Yes,38,755,79,37.727897,-89.220574,88,MEMORIAL HOSPITAL OF CARBONDALE,39,Voluntary non-profit - Private,6185490721,140164,44,IL,Acute Care Hospitals,62902
1002 SOUTH LINCOLN STREET,0,KNOXVILLE,MARION,Yes,0,0,0,41.310807,-93.109512,0,KNOXVILLE HOSPITAL & CLINICS,0,Voluntary non-profit - Private,6418422151,161355,0,IA,Critical Access Hospitals,50138
3333 SILAS CREEK PARKWAY,1925,WINSTON-SALEM,FORSYTH,Yes,3715,3400,617,36.075808,-80.297791,2830,NOVANT HEALTH FORSYTH MEDICAL CENTER,177,Voluntary non-profit - Private,3367185000,340014,378,NC,Acute Care Hospitals,27103
1035 RED BUD ROAD,128,CALHOUN,GORDON,Yes,853,2477,101,34.511913,-84.925675,1366,GORDON HOSPITAL,24,Voluntary non-profit - Church,7066292895,110023,1587,GA,Acute Care Hospitals,30701
68 HOSPITAL RD,1176,SYLVA,JACKSON,Yes,146,1796,1858,35.385951,-83.202926,1493,MEDWEST HARRIS,133,Voluntary non-profit - Private,8285867000,340016,1324,NC,Acute Care Hospitals,28779
800 N JUSTICE ST,15,HENDERSONVILLE,HENDERSON,Yes,1043,2465,67,35.320853,-82.467738,1710,MARGARET R PARDEE MEMORIAL HOSPITAL,176,Government - Local,8286961000,340017,117,NC,Acute Care Hospitals,28791
4 MEDICAL DRIVE,0,ELBERTON,ELBERT,Yes,108,391,0,34.112697,-82.87513,22,ELBERT MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,7062132535,110026,13,GA,Acute Care Hospitals,30635
367 CLEAR CREEK PARKWAY,0,LAVONIA,FRANKLIN,Yes,66,395,19,34.438623,-83.132847,55,"TY COBB REGIONAL MEDICAL CENTER, LLC",0,Voluntary non-profit - Private,7063567800,110027,43,GA,Acute Care Hospitals,30553
5353 REYNOLDS STREET,288,SAVANNAH,CHATHAM,Yes,443,3716,3555,32.028251,-81.099774,992,CANDLER HOSPITAL,375,Voluntary non-profit - Other,9128196000,110024,2158,GA,Acute Care Hospitals,31412
2415 PARKWOOD DRIVE,216,BRUNSWICK,GLYNN,Yes,108,1696,390,31.174247,-81.484591,737,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,0,Government - Hospital District or Authority,9124667000,110025,216,GA,Acute Care Hospitals,31520
615 OLD SYMSONIA ROAD,24,BENTON,MARSHALL,Yes,0,807,1,36.867118,-88.370036,17,MARSHALL COUNTY HOSPITAL,0,Government - Hospital District or Authority,2705274800,181327,4,KY,Critical Access Hospitals,42025
165 BEECH SPRINGS ROAD,0,JONESBORO,JACKSON,Yes,0,128,0,32.252416,-92.71978,0,JACKSON PARISH HOSPITAL,0,Government - Hospital District or Authority,3182594435,191317,0,LA,Critical Access Hospitals,71251
202-206 MILBY STREET,0,GREENSBURG,GREEN,Yes,0,0,0,37.242082,-85.49659,0,JANE TODD CRAWFORD HOSPITAL,0,Voluntary non-profit - Private,2709324211,181325,0,KY,Critical Access Hospitals,42743
456 BURNLEY ROAD,1,SCOTTSVILLE,ALLEN,Yes,0,85,105,36.761693,-86.216649,168,THE MEDICAL CENTER AT SCOTTSVILLE,0,Voluntary non-profit - Private,2706222800,181324,387,KY,Critical Access Hospitals,42164
1211 OLD MAIN STREET,0,HARTFORD,OHIO,Yes,156,1591,373,37.447635,-86.896339,170,OHIO COUNTY HOSPITAL,65,Proprietary,2702987411,181323,0,KY,Critical Access Hospitals,42347
100 MEDICAL CENTER DRIVE,0,PRINCETON,CALDWELL,Yes,185,527,0,37.116906,-87.870264,0,CALDWELL MEDICAL CENTER,0,Government - Hospital District or Authority,2703650300,181322,44,KY,Critical Access Hospitals,42445
166 HOSPITAL STREET,0,MONTICELLO,WAYNE,Yes,88,534,0,36.820826,-84.869478,0,WAYNE COUNTY HOSPITAL,0,Voluntary non-profit - Other,6063489343,181321,73,KY,Critical Access Hospitals,42633
131 HOSPITAL DRIVE,0,SALEM,LIVINGSTON,Yes,0,104,20,37.263459,-88.229099,0,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",0,Proprietary,2709882299,181320,73,KY,Critical Access Hospitals,42078
1325 S CLIFF AVE  POST OFFICE BOX 5045,894,SIOUX FALLS,MINNEHAHA,Yes,202,6882,508,43.544596,-96.731103,1646,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,3492,Voluntary non-profit - Private,6053228000,430016,4406,SD,Acute Care Hospitals,57117
305 ESTILL STREET,105,BEREA,MADISON,Yes,72,790,20,37.573601,-84.287432,82,SAINT JOSEPH BEREA,58,Voluntary non-profit - Private,8599866500,181329,89,KY,Critical Access Hospitals,40403
80 HOSPITAL DRIVE,0,BARBOURVILLE,KNOX,Yes,0,0,0,36.851504,-83.869403,0,KNOX COUNTY HOSPITAL,0,Government - Local,6065464175,181328,0,KY,Critical Access Hospitals,40906
2001 W 68TH ST,180,HIALEAH,MIAMI-DADE,Yes,80,832,716,25.88571,-80.326438,1165,PALMETTO GENERAL HOSPITAL,495,Proprietary,3058235000,100187,2680,FL,Acute Care Hospitals,33016
6500 38TH AVE N,119,SAINT PETERSBURG,PINELLAS,Yes,14,760,283,27.805409,-82.726936,390,ST PETERSBURG GENERAL HOSPITAL,32,Proprietary,7273841414,100180,1133,FL,Acute Care Hospitals,33710
7031 SW 62ND AVE,67,SOUTH MIAMI,MIAMI-DADE,Yes,510,994,5,25.705576,-80.293112,275,LARKIN COMMUNITY HOSPITAL,437,Proprietary,3052847500,100181,331,FL,Acute Care Hospitals,33143
3100 DOUGLAS RD,57,CORAL GABLES,MIAMI-DADE,Yes,418,988,333,25.743649,-80.254728,325,CORAL GABLES HOSPITAL,367,Proprietary,3054458461,100183,436,FL,Acute Care Hospitals,33134
601 E 15TH STREET,159,AUSTIN,TRAVIS,Yes,486,159,298,30.274383,-97.733948,1248,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,10,Voluntary non-profit - Private,5123247000,450124,2985,TX,Acute Care Hospitals,78701
600 WEST RIDGE ROAD,0,WYTHEVILLE,WYTHE,Yes,0,23,10,36.954773,-81.096875,69,WYTHE COUNTY COMMUNITY HOSPITAL,158,Voluntary non-profit - Private,2762280200,490111,5,VA,Acute Care Hospitals,24382
1200 EAST 3900 SOUTH,858,SALT LAKE CITY,SALT LAKE,Yes,150,1098,273,40.686127,-111.856477,854,ST MARKS HOSPITAL,1505,Proprietary,8012687700,460047,241,UT,Acute Care Hospitals,84124
2801 N STATE RD 7,181,MARGATE,BROWARD,Yes,6,1073,267,26.261871,-80.202625,249,NORTHWEST MEDICAL CENTER,1178,Proprietary,9549740400,100189,70,FL,Acute Care Hospitals,33063
2520 VALLEY DRIVE,0,POINT PLEASANT,MASON,Yes,0,3,51,38.868927,-82.124247,0,PLEASANT VALLEY HOSPITAL,0,Voluntary non-profit - Private,3046754340,510012,0,WV,Acute Care Hospitals,25550
11301 WILSHIRE BLVD.,0,WEST LOS ANGELES,LOS ANGELES,No,0,0,0,34.052658,-118.452557,0,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,0,Government Federal,3104783711,05128F,0,CA,ACUTE CARE - VETERANS ADMINISTRATION,90073
13500 N MERIDIAN ST,90,CARMEL,HAMILTON,Yes,124,2674,244,39.982751,-86.143426,367,ST VINCENT CARMEL HOSPITAL INC,309,Voluntary non-profit - Church,3175827000,150157,871,IN,Acute Care Hospitals,46032
8075 N SHADELAND AVE,480,INDIANAPOLIS,MARION,Yes,0,8,26,39.901857,-86.044774,1,INDIANA HEART HOSPITAL THE,0,Voluntary non-profit - Other,3176218063,150154,15,IN,Acute Care Hospitals,46250
10141 US 59 NORTH,81,WHARTON,WHARTON,Yes,114,909,142,38.319865,-95.251196,330,GULF COAST MEDICAL CENTER,8,Proprietary,9795322500,450214,1473,TX,Acute Care Hospitals,77488
10580 N MERIDIAN ST,501,INDIANAPOLIS,HAMILTON,Yes,0,10,30,39.939765,-86.159209,0,ST VINCENT HEART CENTER OF INDIANA LLC,0,Proprietary,3175835000,150153,0,IN,Acute Care Hospitals,46290
2520 E DUPONT RD,102,FORT WAYNE,ALLEN,Yes,194,1898,1222,41.174876,-85.10943,901,DUPONT HOSPITAL LLC,2366,Proprietary,2604163000,150150,796,IN,Acute Care Hospitals,46825
1111 N RONALD REAGAN PKWY,309,AVON,HENDRICKS,Yes,0,359,490,39.780334,-86.339701,636,IU HEALTH WEST HOSPITAL,514,Proprietary,3172173000,150158,132,IN,Acute Care Hospitals,46123
4940 EASTERN AVENUE,0,BALTIMORE,BALTIMORE CITY,Yes,0,0,0,39.291003,-76.546234,0,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,0,Voluntary non-profit - Private,4105500123,210029,0,MD,Acute Care Hospitals,21224
25500 POINT LOOKOUT ROAD,0,LEONARDTOWN,SAINT MARYS,Yes,0,0,0,38.301938,-76.638369,0,MEDSTAR SAINT MARY'S HOSPITAL,0,Voluntary non-profit - Private,3014756001,210028,0,MD,Acute Care Hospitals,20650
1901 FIRST AVENUE,0,NEW YORK,NEW YORK,Yes,331,66,260,40.784837,-73.944106,0,METROPOLITAN HOSPITAL CENTER,0,Government - Local,2124237554,330199,860,NY,Acute Care Hospitals,10029
2001 MEDICAL PARKWAY,0,ANNAPOLIS,ANNE ARUNDEL,Yes,0,0,0,38.990144,-76.533979,0,ANNE ARUNDEL MEDICAL CENTER,0,Voluntary non-profit - Private,4434811307,210023,0,MD,Acute Care Hospitals,21401
8600 OLD GEORGETOWN ROAD,0,BETHESDA,MONTGOMERY,Yes,0,0,0,38.997427,-77.110476,0,SUBURBAN HOSPITAL,0,Voluntary non-profit - Private,3018962576,210022,0,MD,Acute Care Hospitals,20814
12500 WILLOWBROOK ROAD,0,CUMBERLAND,ALLEGANY,Yes,0,0,0,39.648369,-78.732812,0,WESTERN MARYLAND REGIONAL MEDICAL CENTER,0,Voluntary non-profit - Private,2409648001,210027,0,MD,Acute Care Hospitals,21502
6200 W PARKER RD,67,PLANO,COLLIN,No,0,152,167,33.044055,-96.838032,66,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,1,Voluntary non-profit - Private,9729818000,450771,40,TX,Acute Care Hospitals,75093
201 EAST UNIVERSITY PARKWAY,0,BALTIMORE,BALTIMORE CITY,Yes,0,0,0,39.329296,-76.614321,0,MEDSTAR UNION MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,4105542227,210024,0,MD,Acute Care Hospitals,21218
2520 TROY DRIVE,0,WILMINGTON,NEW HANOVER,No,0,0,0,34.194823,-77.928706,0,WILMINGTON TREATMENT CENTER,0,Voluntary non-profit - Private,9197622727,340168,0,NC,Acute Care Hospitals,28401
674 SOUTH HIGHWAY 99,0,FILLMORE,MILLARD,Yes,0,0,0,38.954734,-112.340537,0,FILLMORE COMMUNITY MEDICAL CENTER,0,Voluntary non-profit - Private,4357435591,461301,0,UT,Critical Access Hospitals,84631
7115 GREENVILLE AVENUE SUITE 100,0,DALLAS,DALLAS,Yes,0,1,386,32.877024,-96.762147,3236,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,3948,Proprietary,2146475300,450889,3,TX,Acute Care Hospitals,75231
100 SOUTHEAST 59TH STREET,0,OKLAHOMA CITY,OKLAHOMA,Yes,241,51,104,35.405627,-97.509257,495,SURGICAL HOSPITAL OF OKLAHOMA,1471,Proprietary,4056349300,370201,21,OK,Acute Care Hospitals,73129
3990 EAST US HIGHWAY 64 ALT,42,MURPHY,CHEROKEE,Yes,266,341,122,35.073519,-83.966793,154,MURPHY MEDICAL CENTER INC,23,Voluntary non-profit - Private,8288378161,340160,18,NC,Acute Care Hospitals,28906
1545 E SOUTHLAKE BLVD,0,SOUTHLAKE,TARRANT,Yes,0,120,21,32.939989,-97.128104,1335,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1387,Government - State,8177488700,450888,32,TX,Acute Care Hospitals,76092
8800 NORTH TYRON STREET,29,CHARLOTTE,MECKLENBURG,Yes,1017,313,625,35.306282,-80.74724,356,CAROLINAS MED CTR-UNIVERSITY,23,Government - Hospital District or Authority,7045486000,340166,19,NC,Acute Care Hospitals,28262
2015 JACKSON ST,67,ANDERSON,MADISON,Yes,1130,3373,315,40.095941,-85.681518,820,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,1505,Voluntary non-profit - Private,7656468373,150088,751,IN,Acute Care Hospitals,46016
2401 UNIVERSITY AVE,977,MUNCIE,DELAWARE,Yes,1,1041,270,40.19679,-85.415729,148,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,55,Voluntary non-profit - Private,7657473111,150089,4115,IN,Acute Care Hospitals,47303
14701 179TH SE,37,MONROE,SNOHOMISH,Yes,257,437,14,47.864025,-121.988715,442,VALLEY GENERAL HOSPITAL,214,Government - Hospital District or Authority,3607947497,500084,215,WA,Acute Care Hospitals,98272
300 VETERANS BLVD.,0,BIG SPRING,HOWARD,No,0,0,0,32.231396,-101.472116,0,VA WEST TEXAS HEALTHCARE SYSTEM,0,Government Federal,4322637361,45063F,0,TX,ACUTE CARE - VETERANS ADMINISTRATION,79720
400 S 43RD ST,558,RENTON,KING,Yes,266,2256,714,47.44249,-122.213919,1974,VALLEY MEDICAL CENTER,1156,Government - Hospital District or Authority,4252283450,500088,1522,WA,Acute Care Hospitals,98055
600 MARY ST,935,EVANSVILLE,VANDERBURGH,Yes,172,9350,1540,37.98293,-87.57072,3177,DEACONESS HOSPITAL INC,2910,Voluntary non-profit - Private,8124505000,150082,469,IN,Acute Care Hospitals,47747
2001 W 86TH ST,166,INDIANAPOLIS,MARION,Yes,174,5680,1065,39.909778,-86.196843,501,ST VINCENT HOSPITAL & HEALTH SERVICES,237,Voluntary non-profit - Church,3173387000,150084,66,IN,Acute Care Hospitals,46260
122 PINNELL ST,26,RIPLEY,JACKSON,Yes,244,991,282,38.822896,-81.729895,87,JACKSON GENERAL HOSPITAL,18,Voluntary non-profit - Other,3043722731,511320,272,WV,Critical Access Hospitals,25271
600 WILSON CREEK RD,390,LAWRENCEBURG,DEARBORN,Yes,323,3986,942,39.111381,-84.883428,870,DEARBORN COUNTY HOSPITAL,667,Government - Local,8125371010,150086,1046,IN,Acute Care Hospitals,47025
920 SOUTH OAK STREET,0,IOWA FALLS,HARDIN,Yes,0,0,0,42.506702,-93.262374,0,HANSEN FAMILY HOSPITAL,0,Government - Local,6416484631,161380,0,IA,Critical Access Hospitals,50126
1120 PINE ST,0,STANLEY,CHIPPEWA,Yes,0,0,0,44.953857,-90.919438,0,OUR LADY OF VICTORY HOSPITAL,0,Voluntary non-profit - Other,7156445571,521311,0,WI,Critical Access Hospitals,54768
2850  E STATE HIGHWAY 114,35,TROPHY CLUB,DENTON,Yes,0,578,76,32.988482,-97.174848,745,BAYLOR MEDICAL CENTER AT TROPHY CLUB,1819,Proprietary,8178374600,450883,86,TX,Acute Care Hospitals,76262
2325 CORONADO STREET,94,IDAHO FALLS,BONNEVILLE,Yes,338,1617,44,43.473992,-111.987711,2290,MOUNTAIN VIEW HOSPITAL,1788,Proprietary,2085572899,130065,89,ID,Acute Care Hospitals,83404
1593 EAST POLSTON AVENUE,18,POST FALLS,KOOTENAI,No,0,1036,0,47.715359,-116.924713,607,NORTHWEST SPECIALTY HOSPITAL,392,Proprietary,2082622300,130066,17,ID,Acute Care Hospitals,83854
350 NORTH MERIDIAN STREET,0,BLACKFOOT,BINGHAM,No,0,0,0,43.195965,-112.356096,0,IDAHO DOCTORS HOSPITAL,106,Proprietary,2087822900,130067,0,ID,Acute Care Hospitals,83221
59 PAGE HILL ROAD,0,BERLIN,COOS,Yes,0,0,0,44.487505,-71.156956,0,ANDROSCOGGIN VALLEY HOSPITAL,0,Voluntary non-profit - Private,6037522200,301310,0,NH,Critical Access Hospitals,3570
10 NORTH GREENE STREET,0,BALTIMORE,BALTIMORE CITY,No,0,0,0,39.289709,-76.624468,0,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,0,Government Federal,4106057016,21020F,0,MD,ACUTE CARE - VETERANS ADMINISTRATION,21201
1175 NININGER ROAD,0,HASTINGS,DAKOTA,Yes,461,1552,512,44.74684,-92.872856,469,REGINA HOSPITAL,0,Voluntary non-profit - Church,6514804100,240059,0,MN,Acute Care Hospitals,55033
8800 WEST EMERALD STREET,1,BOISE,ADA,No,0,572,2,43.612537,-116.291012,1160,TREASURE VALLEY HOSPITAL,8,Proprietary,2083735000,130063,3,ID,Acute Care Hospitals,83704
800 EAST 28TH STREET,1162,MINNEAPOLIS,HENNEPIN,Yes,0,2875,1113,44.952431,-93.262109,2921,ABBOTT NORTHWESTERN HOSPITAL,1087,Voluntary non-profit - Private,6128634509,240057,696,MN,Acute Care Hospitals,55407
500 SOUTH MAPLE STREET,0,WACONIA,CARVER,Yes,344,220,182,44.842974,-93.793325,0,RIDGEVIEW MEDICAL CENTER,0,Voluntary non-profit - Private,9524422191,240056,41,MN,Acute Care Hospitals,55387
320 NORTH MAIN,0,LOCKNEY,FLOYD,Yes,0,0,0,34.127063,-101.441628,0,W J MANGOLD MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,8066523373,451337,0,TX,Critical Access Hospitals,79241
1 N ATKINSON DRIVE,63,LUDINGTON,MASON,Yes,1044,1995,170,43.959336,-86.429207,242,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,377,Voluntary non-profit - Other,2318432591,230110,19,MI,Acute Care Hospitals,49431
6500 EXCELSIOR BLVD,1202,SAINT LOUIS PARK,HENNEPIN,Yes,2059,19213,1205,44.927866,-93.361576,1815,PARK NICOLLET METHODIST HOSPITAL,4428,Voluntary non-profit - Private,9529935000,240053,496,MN,Acute Care Hospitals,55426
712 SOUTH CASCADE,283,FERGUS FALLS,OTTER TAIL,Yes,760,1578,2747,46.277033,-96.073634,4684,LAKE REGION HEALTHCARE CORPORATION,2741,Voluntary non-profit - Private,2187368000,240052,6647,MN,Acute Care Hospitals,56537
5200 FAIRVIEW BOULEVARD,0,WYOMING,CHISAGO,Yes,385,823,515,45.322017,-93.000411,339,FAIRVIEW LAKES MEDICAL CENTER,0,Voluntary non-profit - Private,6519827104,240050,29,MN,Acute Care Hospitals,55092
4601 IRONBOUND ROAD,0,WILLIAMSBURG,JAMES CITY,No,0,0,0,37.290153,-76.735283,0,EASTERN STATE HOSPITAL,0,Government - State,7572535161,490109,0,VA,Acute Care Hospitals,23188
300 NORTH HOSPITAL DRIVE,7,PRICE,CARBON,Yes,10,225,63,39.605321,-110.832993,172,CASTLEVIEW HOSPITAL,264,Proprietary,4356374800,460011,191,UT,Acute Care Hospitals,84501
29 L V STABLER DRIVE,0,GREENVILLE,BUTLER,Yes,0,0,0,31.828872,-86.645424,0,L V STABLER MEMORIAL HOSPITAL,0,Proprietary,3343822200,10150,0,AL,Acute Care Hospitals,36037
10501 GOLFCOURSE ROAD NW,32,ALBUQUERQUE,BERNALILLO,Yes,0,547,229,35.207521,-106.677193,926,LOVELACE WESTSIDE HOSPITAL,1,Government - Federal,5057272001,320074,776,NM,Acute Care Hospitals,87114
3600 JOSEPH SIEWICK DRIVE,574,FAIRFAX,FAIRFAX,Yes,29,7836,651,38.884833,-77.379948,2268,INOVA FAIR OAKS HOSPITAL,476,Voluntary non-profit - Other,7033914170,490101,2101,VA,Acute Care Hospitals,22033
EXIT #102 OFF I-40 1/2 MILE SOUTH,0,SAN FIDEL,CIBOLA,Yes,0,0,0,35.082263,-107.599218,0,DHHS USPHS INDIAN HEALTH SERVICES,0,Government - Federal,5055525300,320070,0,NM,Acute Care Hospitals,87049
1850 TOWN CENTER PARKWAY,464,RESTON,FAIRFAX,Yes,0,1913,1023,38.961974,-77.364242,1183,RESTON HOSPITAL CENTER,557,Proprietary,7036899000,490107,111,VA,Acute Care Hospitals,20190
340 BAGLEY CIRCLE,0,MARION,SMYTH,No,0,0,0,36.833764,-81.512305,0,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,0,Government - State,2767831217,490105,0,VA,Acute Care Hospitals,24354
77 WAINWRIGHT DRIVE,0,WALLA WALLA,WALLA WALLA,No,0,0,0,46.053798,-118.356159,0,WALLA WALLA VA MEDICAL CENTER,0,Government Federal,5095273450,50013F,0,WA,ACUTE CARE - VETERANS ADMINISTRATION,99362
