age,category,citizenship,company.name,company.type,country code,founded,from emerging,gdp,gender,industry,inherited,name,rank,region,relationship,sector,was founder,was political,wealth.type,worth in billions,year
-1,Non-Traded Sectors,Germany,Aldi,new,DEU,1913,True,1950000000000.0,male,"Retail, Restaurant",True,Theo and Karl Albrecht,5,Europe,founder,groceries,True,False,founder non-finance,25.0,2001
38,New Sectors,United States,Gateway,new,USA,1985,True,10600000000000.0,male,Technology-Computer,True,Theodore Waitt,234,North America,founder,computers,True,False,founder non-finance,2.0,2001
64,Financial,United States,Janus Capital Group,new,USA,1969,True,10600000000000.0,male,Money Management,True,Thomas Bailey,490,North America,founder,mutual funds,True,False,self-made finance,1.0,2001
68,Financial,United States,The Flatley Co,new,USA,1958,True,10600000000000.0,male,Real Estate,True,Thomas Flatley,452,North America,founder,real estate,True,False,self-made finance,1.1,2001
62,New Sectors,United States,Hostpital Corporation of America,new,USA,1968,True,10600000000000.0,male,Technology-Medical,True,Thomas Frist,363,North America,founder/relation,hospitals,True,False,founder non-finance,1.4,2001
50,Financial,United States,Hyatt,aquired,USA,1957,True,10600000000000.0,male,Real Estate,True,Thomas Pritzker,57,North America,relation,hotels,True,False,inherited,5.5,2001
55,Non-Traded Sectors,Switzerland,Holcim,new,CHE,1912,True,279000000000.0,male,Constrution,True,Thomas Schmidheiny,179,Europe,relation,cement,True,False,inherited,2.6,2001
48,New Sectors,United States,Siebel Systems,new,USA,1993,True,10600000000000.0,male,Technology-Computer,True,Thomas Siebel,209,North America,founder,software,True,False,founder non-finance,2.2,2001
65,Resource Related,Malaysia,Rimbunan Hijau Group,new,MYS,1976,True,92783947368.0,male,Mining and metals,True,Tiong Hiew King,336,East Asia,founder,timber,True,False,privatized and resources,1.5,2001
58,Non-Traded Sectors,Japan,Takenaka Corporation,new,JPN,1610,True,4160000000000.0,male,Constrution,True,Toichi Takenaka,490,East Asia,relation,construction,True,False,inherited,1.0,2001
36,Financial,United States,Platinum Equity,new,USA,1995,True,10600000000000.0,male,Private equity/leveraged buyout,True,Tom Gores,490,North America,founder,private equity,True,False,self-made finance,1.0,2001
76,Financial,Taiwan,Lin Yuan Group,new,Taiwan,1962,True,0.0,male,Hedge funds,True,Tsai Wan-lin,104,East Asia,founder,banking and insurance,True,False,self-made finance,3.8,2001
57,Traded Sectors,United States,Ty Inc.,new,USA,1986,True,10600000000000.0,male,Consumer,True,Ty Warner,98,North America,founder,toys,True,False,founder non-finance,4.0,2001
50,Resource Related,Russia,Lukoil,new,RUS,1990,True,307000000000.0,male,Energy,True,Vagit Alekperov,387,Europe,founder,oil,True,True,privatized and resources,1.3,2001
56,Non-Traded Sectors,Hong Kong,Li & Fung Group,new,HKG,1906,True,169000000000.0,male,"Retail, Restaurant",True,Victor Fung,452,East Asia,relation,supply chain,True,False,inherited,1.1,2001
-1,Resource Related,Russia,Gazprom,state owned enterprise,RUS,1989,True,307000000000.0,male,Energy,True,Viktor Chernomyrdin,452,Europe,founder,natural gas,True,True,privatized and resources,1.1,2001
-1,New Sectors,United States,Patrol Software North America,new,USA,1992,True,10600000000000.0,male,Technology-Computer,True,Vincent Smith,387,North America,founder,software,True,False,founder non-finance,1.3,2001
46,Financial,United States,Sun Microsystems,new,USA,1982,True,10600000000000.0,male,Venture Capital,True,Vinod Khosla,490,North America,founder,software,True,False,self-made finance,1.0,2001
-1,Non-Traded Sectors,United Kingdom,Associated Newspapers,new,GBR,1896,True,1530000000000.0,male,Media,True,Viscount Rothermere,452,Europe,relation,media,True,False,inherited,1.1,2001
49,Resource Related,Russia,Surgutneftegaz,privatization,RUS,1993,True,307000000000.0,male,Energy,True,Vladimir Bogdanov,312,Europe,president,oil,True,False,privatized and resources,1.6,2001
40,Resource Related,Russia,Interros,new,RUS,1991,True,307000000000.0,male,Mining and metals,True,Vladimir Potanin,272,Europe,founder,private investment company,True,False,privatized and resources,1.8,2001
71,Traded Sectors,Canada,McCain Foods Limited,new,CAN,1956,True,733000000000.0,male,Consumer,True,Wallace McCain,387,North America,founder,food,True,False,founder non-finance,1.3,2001
-1,Non-Traded Sectors,United States,Philadelphia Inquirer,aquired,USA,1936,True,10600000000000.0,male,Media,True,Walter Annenberg,98,North America,relation,media,True,False,inherited,4.0,2001
90,New Sectors,Switzerland,Automation Center,new,CHE,1957,True,279000000000.0,male,Technology-Computer,True,Walter Haefner,64,Europe,founder,computer services,True,False,founder non-finance,5.3,2001
69,Non-Traded Sectors,United States,Piewit Corporation,new,USA,1884,True,10600000000000.0,male,Constrution,True,Walter Scott Jr,452,North America,former CEO,construction,True,False,executive,1.1,2001
-1,Financial,Hong Kong,Sun Hung Kai Properties,new,HKG,1963,True,169000000000.0,male,Real Estate,True,Walter Thomas and Raymond Kwok,23,East Asia,Relation,real estate,True,False,inherited,11.5,2001
84,Traded Sectors,Taiwan,Formosa Plastics,new,Taiwan,1954,True,0.0,male,Consumer,True,Wang Yue-che,174,East Asia,founder,petrochemicals,True,False,founder non-finance,2.7,2001
70,Traded Sectors,United States,Berkshire Hathaway,new,USA,1962,True,10600000000000.0,male,Consumer,True,Warren Buffett,2,North America,founder, Finance,True,False,founder non-finance,32.3,2001
72,Financial,Singapore,United Overseas Bank,new,SGP,1935,True,89285087395.0,male,Money Management,True,Wee Cho Yaw,490,East Asia,relation,banking,True,False,inherited,1.0,2001
-1,Non-Traded Sectors,Switzerland,Liebherr,new,CHE,1949,True,279000000000.0,married couple,Constrution,True,Willi and Isolde Liebherr,363,Europe,relation,construction,True,False,inherited,1.4,2001
69,New Sectors,United States,Cook Group,new,USA,1963,True,10600000000000.0,male,Technology-Medical,True,William Cook,452,North America,founder,medical technology,True,False,founder non-finance,1.1,2001
78,Traded Sectors,United States,Guardian Industries,new,USA,1932,True,10600000000000.0,male,Non-consumer industrial,True,William Davidson,198,North America,relation,glass,True,False,executive,2.3,2001
-1,Traded Sectors,United States,Ford Motor Company,new,USA,1903,True,10600000000000.0,male,Consumer,True,William Ford,363,North America,relation,automobiles,True,False,inherited,1.4,2001
68,0,United States,NASCAR,new,USA,1947,True,10600000000000.0,male,Other,True,William France Jr,490,North America,relation,sports,True,False,inherited,1.0,2001
53,Traded Sectors,Hong Kong,Li & Fung Group,new,HKG,1906,True,169000000000.0,male,Consumer,True,William Fung,452,East Asia,relation,supply chain,True,False,inherited,1.1,2001
51,Non-Traded Sectors,United States,Hearst Corporation,new,USA,1887,True,10600000000000.0,male,Media,True,William Hearst III,490,North America,relation,media,True,False,inherited,1.0,2001
57,Non-Traded Sectors,United States,Khol's,new,USA,1962,True,10600000000000.0,male,"Retail, Restaurant",True,William Kellogg,363,North America,CEO,retail,True,False,executive,1.4,2001
-1,Non-Traded Sectors,United States,Outdoor Systems,new,USA,1947,True,10600000000000.0,male,Constrution,True,William Levine,387,North America,founder,advertising,True,False,founder non-finance,1.3,2001
45,New Sectors,United States,Jabil Circuit,new,USA,1966,True,10600000000000.0,male,Technology-Computer,True,William Morean,312,North America,founder,computer parts,True,False,founder non-finance,1.6,2001
37,Traded Sectors,United States,Wm Wrigley Jr. Company,new,USA,1891,True,10600000000000.0,male,Consumer,True,William Wrigley,146,North America,relation,gum,True,False,inherited,3.1,2001
52,Resource Related,United States,Standard Oil,new,USA,1870,True,10600000000000.0,male,Energy,True,Winthrop Rockefeller,421,North America,relation,oil,True,False,inherited,1.2,2001
71,Financial,Japan,Takefuji,new,JPN,0,True,4160000000000.0,male,Money Management,True,Yasuo Takei,37,East Asia,founder,finance,True,False,self-made finance,8.3,2001
-1,Non-Traded Sectors,Japan,Pasona Inc,new,JPN,1976,True,4160000000000.0,male,"Retail, Restaurant",True,Yasuyuki Nambu,251,East Asia,founder,staffing services,True,False,founder non-finance,1.9,2001
66,Financial,Japan,Seibu Corporation,aquired,JPN,1894,True,4160000000000.0,male,Real Estate,True,Yoshiaki Tsutsumi,167,East Asia,relation,real estate,True,False,inherited,2.8,2001
53,Financial,Japan,Aiful,new,JPN,1967,True,4160000000000.0,male,Money Management,True,Yoshitaka Fukuda,68,East Asia,founder,finance,True,False,self-made finance,5.2,2001
83,Non-Traded Sectors,United States,Univision,aquired,USA,1955,True,0.0,male,Media,True,A. Jerrold Perenchio,663,North America,former chairman and CEO,media,True,False,executive,2.6,2014
-1,Non-Traded Sectors,United Arab Emirates,Al-Futtaim Group,new,ARE,1930,True,0.0,male,"Retail, Restaurant",True,Abdulla Al Futtaim,687,Middle East/North Africa,relation,trading,True,False,inherited,2.5,2014
-1,Financial,United Arab Emirates,Al-Ghurair Group,new,ARE,1960,True,0.0,male,Diversified financial,True,Abdulla bin Ahmad Al Ghurair,305,Middle East/North Africa,relation,industrial goods,True,False,inherited,4.8,2014
-1,Financial,Saudi Arabia,Al Rajhi bank,new,SAU,1957,True,0.0,male,Money Management,True,Abdullah Al Rajhi,731,Middle East/North Africa,founder,Banking,True,False,self-made finance,2.4,2014
54,Traded Sectors,Nigeria,BUA Group,new,NGA,1988,True,0.0,male,Consumer,True,Abdulsamad Rabiu,1372,Sub-Saharan Africa,founder,"sugar, flour, cement",True,False,founder non-finance,1.2,2014
52,Financial,United States,Fidelity Investments,new,USA,1946,True,0.0,female,Money Management,True,Abigail Johnson,50,North America,relation,investment banking,True,False,inherited,17.3,2014
77,Non-Traded Sectors,Brazil,Companhia Brasileira de Distribui?ao,new,BRA,1948,True,0.0,male,"Retail, Restaurant",True,Abilio dos Santos Diniz,609,Latin America,relation,retail,True,False,inherited,2.8,2014
83,Traded Sectors,Indonesia,Trakindo Utama,new,IDN,1980,True,0.0,male,Non-consumer industrial,True,Achmad Hamami,1092,East Asia,founder,heavy equipment,True,False,founder non-finance,1.6,2014
71,Traded Sectors,India,Godrej Group,new,IND,1897,True,0.0,male,Consumer,True,Adi Godrej,446,South Asia,relation,security,True,False,inherited,3.5,2014
44,Traded Sectors,United States,Est?Lauder,new,USA,1946,True,0.0,female,Consumer,True,Aerin Lauder Zinterhofer,1465,North America,relation,makeup,True,False,inherited,1.1,2014
56,Resource Related,Turkey,Calik Holding,new,TUR,1981,True,0.0,male,Energy,True,Ahmet Calik,1465,Middle East/North Africa,relation,textiles,True,False,privatized and resources,1.1,2014
69,Financial,Turkey,Zorlu Holding,new,TUR,1953,True,0.0,male,Diversified financial,True,Ahmet Nazif Zorlu,1372,Middle East/North Africa,founder,textiles,True,False,self-made finance,1.2,2014
63,Traded Sectors,Turkey,Yildiz Holding,new,TUR,1944,True,0.0,female,Consumer,True,Ahsen Ozokur,1143,Middle East/North Africa,relation,food products,True,False,inherited,1.6,2014
51,Resource Related,Russia,TAIF Group,new,RUS,1995,True,0.0,male,Energy,True,Airat Shaimiev,1465,Europe,owner,oil,True,False,privatized and resources,1.1,2014
53,Resource Related,India,Indusgas,new,IND,1998,True,0.0,male,Energy,True,Ajay Kalsi,973,South Asia,founder,gas,True,False,privatized and resources,1.9,2014
58,New Sectors,India,Piramel,aquired,IND,1984,True,0.0,male,Technology-Medical,True,Ajay Piramal,1203,South Asia,founder,pharmaceuticals,True,False,founder non-finance,1.5,2014
70,Non-Traded Sectors,Japan,Nitori,new,JPN,1967,True,0.0,male,"Retail, Restaurant",True,Akio Nitori,1284,East Asia,founder,home furnishings,True,False,founder non-finance,1.3,2014
77,Financial,Japan,Mori Building,new,JPN,1959,True,0.0,male,Real Estate,True,Akira Mori,354,East Asia,relation,construction,True,False,inherited,4.2,2014
64,Non-Traded Sectors,Canada,Alimentation Couche-Tard,new,CAN,1980,True,0.0,male,"Retail, Restaurant",True,Alain Bouchard,1036,North America,founder,retail,True,False,founder non-finance,1.8,2014
76,New Sectors,France,Institut Merieux,new,FRA,1897,True,0.0,male,Technology-Medical,True,Alain Merieux,396,Europe,relation,pharmaceuticals,True,False,inherited,3.8,2014
66,Financial,France,Altarea Cogedim,new,FRA,1994,True,0.0,male,Real Estate,True,Alain Taravella,1284,Europe,founder,real estate,True,False,self-made finance,1.3,2014
65,Traded Sectors,France,Chanel,new,FRA,1909,True,0.0,male,Consumer,True,Alain Wertheimer,141,Europe,relation,luxury goods,True,False,inherited,9.0,2014
84,Non-Traded Sectors,United States,Cablevision Industries,new,USA,1956,True,0.0,male,Media,True,Alan Gerry,1210,North America,founder,media,True,False,founder non-finance,1.4,2014
50,Financial,United Kingdom,Brevan Howard Asset Management,new,GBR,2002,True,0.0,male,Hedge funds,True,Alan Howard,1092,Europe,founder,hedge funds,True,False,self-made finance,1.6,2014
61,Non-Traded Sectors,Australia,AHL,new,AUS,1913,True,0.0,male,Media,True,Alan Rydge,1540,North America,relation,entertainment,True,False,inherited,1.1,2014
68,Non-Traded Sectors,Belgium,Blokker Holding,new,BEL,1896,True,0.0,male,"Retail, Restaurant",True,Albert Blokker,1210,Europe,relation,retail,True,False,inherited,1.4,2014
88,Financial,Belgium,Groupe Bruxelles Lambert,aquired,BEL,1956,True,0.0,male,Diversified financial,True,Albert Frere,295,Europe,founder,steel/banking,True,False,self-made finance,4.9,2014
59,Resource Related,Russia,TAIF Group,new,RUS,1995,True,0.0,male,Energy,True,Albert Shigaboutdinov,1465,Europe,owner,oil,True,False,privatized and resources,1.1,2014
30,Financial,Germany,von Thurn and Taxis family,new,DEU,1615,True,0.0,male,Diversified financial,True,Albert von Thurn und Taxis,1092,Europe,relation,"postal service, beverages",True,False,inherited,1.6,2014
70,Financial,Hong Kong,Emperor Group,new,HKG,1964,True,0.0,male,Real Estate,True,Albert Yeung,1465,East Asia,founder,watch retail,True,False,self-made finance,1.1,2014
71,Financial,Spain,Construcciones y Contratas,aquired,ESP,1952,True,0.0,male,Diversified financial,True,Alberto Alcocer,1565,Europe,owner,construction,True,False,self-made finance,1.0,2014
82,Resource Related,Mexico,Penoles,privatization,MEX,1960,True,0.0,male,Mining and metals,True,Alberto Bailleres Gonzalez,90,Latin America,relation,mining,True,False,inherited,12.4,2014
73,Traded Sectors,Italy,Brembo SpA,new,ITA,1961,True,0.0,male,Consumer,True,Alberto Bombassei,1372,Europe,relation,braking systems,True,False,executive,1.2,2014
68,Financial,Spain,Construcciones y Contratas,aquired,ESP,1952,True,0.0,male,Diversified financial,True,Alberto Cortina,1210,Europe,owner,construction,True,False,self-made finance,1.4,2014
56,New Sectors,Argentina,Laboratorios Roemmers,new,ARG,1921,True,0.0,male,Technology-Medical,True,Alberto Roemmers,1372,Latin America,relation,pharmaceuticals,True,False,inherited,1.2,2014
60,Financial,United States,The Gores Group,new,USA,1987,True,0.0,male,Private equity/leveraged buyout,True,Alec Gores,869,North America,founder,private equity,True,False,self-made finance,2.0,2014
37,Traded Sectors,Colombia,Santo Domingo Group,aquired,COL,1889,True,0.0,male,Consumer,True,Alejandro Santo Domingo Davila,102,Latin America,relation,beer,True,False,inherited,11.1,2014
46,Resource Related,United Kingdom,Glencore Xstrata,new,GBR,1974,True,0.0,male,Mining and metals,True,Alex Beard,925,Europe,leadership,mining,True,False,privatized and resources,2.0,2014
55,Resource Related,Russia,EvrazHolding,aquired,RUS,1992,True,0.0,male,Non-consumer industrial,True,Alexander Abramov,396,Europe,Chairman,steel ,True,False,privatized and resources,3.8,2014
