city,days away,days away/restricted/transfer,division,id,label,major_group,name,second name,state,street,total case rate,year,zip
Jersey City,1.77,1.77,Services,8062,General Medical and Surgical Hospitals,Health Services,Greenville Hospital,,NJ,1825 Kennedy Blvd,16.44,2002,7305
Danville,1.6,5.04,Services,8062,General Medical and Surgical Hospitals,Health Services,Geisinger Medical Center,,PA,100 N Academy Ave,9.77,2002,17822
Somerset,0.65,2.95,Services,8062,General Medical and Surgical Hospitals,Health Services,Somerset Hospital Ctr For Hlth,Somerset Hospital,PA,225 S Center Ave,5.58,2002,15501
BOONTON TWP.,0.0,0.0,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",Dolan/Wohlers Corp,,NJ,429 ROCKAWAY VALLEY RD  P.O. BOX 299,5.73,2002,7005
Winchester,7.65,7.65,Manufacturing,2421,"Sawmills and Planing Mills, General","Lumber And Wood Products, Except Furniture",Beaman Lumber Inc,,NH,256 Warwick Rd,17.21,2002,3470
HOUSTON,2.44,7.32,Wholesale Trade,5051,Metals Service Centers and Offices,Wholesale Trade-durable Goods,Curtis Steel Company Ltd,,TX,6504 HURST ST,9.77,2002,77008
Pinedale,0.0,2.17,Wholesale Trade,5147,Meats and Meat Products,Wholesale Trade-non-durable Goods,Meat Market Inc,North Fresno Foods,CA,454 W Alluvial Ave,2.17,2002,93650
BRYON CENTER,2.64,6.62,Retail Trade,5311,Department Stores,General Merchandise Stores,Kmart Corporation,Kmart,MI,701 68TH ST SW,9.26,2002,49315
Colton,6.35,6.35,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,W M B Transportation,,CA,2001 W Key St,6.35,2002,92324
GAINESVILLE,2.88,5.77,Manufacturing,3272,"Concrete Products, Except Block and Brick","Stone, Clay, Glass, And Concrete Products",CANDLER CONCRETE PRODUCTS INC,,GA,2720 CANDLER RD,11.55,2002,30507
Lyons,0.0,0.0,Manufacturing,3448,Prefabricated Metal Buildings and Components,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Robin Builders Inc,,GA,U S Hwy 1south,0.0,2002,30436
Niles,1.28,1.28,Manufacturing,3451,Screw Machine Products,"Fabricated Metal Products, Except Machinery And Transportation Equipment",X-L Engineering Corp,X-L ENGNRNG,IL,6150 W Mulford St,11.53,2002,60714
Atlanta,1.68,5.04,Services,8051,Skilled Nursing Care Facilities,Health Services,Shcm Bonterra Inc,Bonterra Nursing Center,GA,2801 Felton Dr,11.76,2002,30344
Bremen,3.89,16.15,Wholesale Trade,5142,Packaged Frozen Foods,Wholesale Trade-non-durable Goods,Mark Lynn Foods Inc,,GA,1090 Pacific Ave,16.15,2002,30110
Paterson,0.0,1.33,Manufacturing,3691,Storage Batteries,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Power Battery Co Inc,,NJ,25 McLean Blvd,1.33,2002,7514
FORT MYERS,1.16,1.16,Manufacturing,3448,Prefabricated Metal Buildings and Components,"Fabricated Metal Products, Except Machinery And Transportation Equipment",TEDS SHEDS INC,,FL,9350 LAREDO AVE,25.7,2002,33905
GREELEY,1.11,9.29,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Evangelicl Luthrn Good Samartn,Bonell Good Samaritan Center,CO,708 22ND ST,11.14,2002,80631
Watertown,2.84,2.84,Retail Trade,5311,Department Stores,General Merchandise Stores,J C Penney Corporation Inc,JC Penney,NY,21017 Salmon Run Mall Loo,5.69,2002,13601
Provo,0.0,0.0,Manufacturing,2675,Die-Cut Paper and Paperboard and Cardboard,Paper And Allied Products,Die Cuts With A View Inc,,UT,2250 N University Pkwy,0.0,2002,84604
Miami,0.85,6.81,Services,8051,Skilled Nursing Care Facilities,Health Services,Tandem Health Care of Miami,,FL,800 NW 95th St,7.66,2002,33150
Maryville,6.83,12.53,Services,8051,Skilled Nursing Care Facilities,Health Services,Elmwood Nursing & Rehab Center,,IL,152 Wilma Dr,19.37,2002,62062
Elkton,2.29,2.29,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Bayside Community Network,,MD,1290 W Pulaski Hwy,2.29,2002,21921
NEWARK,1.57,3.59,Manufacturing,3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring","Fabricated Metal Products, Except Machinery And Transportation Equipment",ANOMATIC CORPORATION,,OH,1650 TAMARACK ROAD,9.88,2002,43055
GALLATIN,0.0,12.3,Manufacturing,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",Primary Metal Industries,Insteel Wire Products Company,,TN,630 NATIONAL DR,20.5,2002,37066
Hattiesburg,2.53,5.57,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Hattiesburg Convalescent Home,,MS,514 Bay St,5.57,2002,39401
BUFFALO GROVE,0.68,2.72,Manufacturing,3549,"Metalworking Machinery, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,WES-TECH INC,WES-TECH AUTOMATION,IL,720 DARTMOUTH LN,7.5,2002,60089
Elkhart,2.04,2.54,Services,8062,General Medical and Surgical Hospitals,Health Services,Elkhart General Hospital,Elkhart Gen Ctr For Bhvoral ME,IN,600 East Blvd,13.45,2002,46514
Jasper,1.94,5.18,Manufacturing,2514,Metal Household Furniture,Furniture And Fixtures,Design Institute America Inc,,IN,919 E 14th St,6.48,2002,47546
OAK LAWN,0.7,3.51,Manufacturing,3535,Conveyors and Conveying Equipment,Industrial And Commercial Machinery And Computer Equipment,AUTOMOTION INC (DEL),,IL,11000 LAVERGNE AVE,7.73,2002,60453
EAST ISLIP,10.43,11.18,Services,8051,Skilled Nursing Care Facilities,Health Services,LITTLE FLOWER NURSING HOME,,NY,340 E MONTAUK HWY,11.92,2002,11730
Great Neck,3.79,3.79,Services,8051,Skilled Nursing Care Facilities,Health Services,Wedgewood Care Center Inc,,NY,199 Community Dr,9.86,2002,11021
ARCO,1.44,2.88,Services,8062,General Medical and Surgical Hospitals,Health Services,Lost Rivers District Hospital,Rural Health Clinic,ID,551 HIGHLAND DR,12.97,2002,83213
EAST HARTFORD,2.77,6.65,Manufacturing,2086,Bottled and Canned Soft Drinks and Carbonated Waters,Food And Kindred Products,Coca Cola Enterprise,,CT,451 MAIN ST,7.21,2002,6118
Greeneville,0.0,11.38,Services,8052,Intermediate Care Facilities,Health Services,Life Care Ctr of Greeneville,,TN,725 Crum St,20.32,2002,37743
Baltimore,1.11,4.45,Services,8051,Skilled Nursing Care Facilities,Health Services,Chesapeake Manor Inc,Manor Care,MD,509 E Joppa Rd,17.83,2002,21286
Luray,3.88,3.88,Services,8062,General Medical and Surgical Hospitals,Health Services,Page Memorial Hospital Inc,,VA,200 Memorial Dr,20.08,2002,22835
Oklahoma City,0.0,3.03,Manufacturing,3272,"Concrete Products, Except Block and Brick","Stone, Clay, Glass, And Concrete Products",Rinker Materials Corporation,,OK,7000 S Sunnylane Rd,9.1,2002,73135
BIRMINGHAM,6.68,12.12,Services,8051,Skilled Nursing Care Facilities,Health Services,METHODIST HOMES FOR AGING,FAIRHAVEN MANOR,AL,1424 MONTCLAIR RD,14.21,2002,35210
RALEIGH,1.85,1.85,"Transportation, Communications, Electric, Gas, And Sanitary Services",4581,"Airports, Flying Fields, and Airport Terminal Services",Transportation By Air,RALEIGH-DURHAM AIRPORT AUTH,,NC,1000 TRADE DR,2.22,2002,27623
Terre Haute,1.35,3.09,Services,8063,Psychiatric Hospitals,Health Services,Hamilton Center Inc,,IN,620 8th Ave,5.22,2002,47804
Indianapolis,0.0,3.1,Services,8052,Intermediate Care Facilities,Health Services,Springfield Health Care Center,,IN,6130 Michigan Rd,4.65,2002,46228
ITASCA,0.0,2.08,Manufacturing,3429,"Hardware, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",UNITED STEEL & FASTENERS CORP,,IL,1500 INDUSTRIAL DR,4.16,2002,60143
NEVADA,0.57,7.79,Manufacturing,2013,Sausages and Other Prepared Meat Products,Food And Kindred Products,Burke Marketing Corporation,,IA,1516 S D AVE,10.68,2002,50201
BRIDGEPORT,13.9,14.48,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,Bridgeport Tank Trucks Inc,,TX,601 HWY 380,16.8,2002,76426
Akron,11.73,11.73,Services,8052,Intermediate Care Facilities,Health Services,Healthhaven Corporation,HEALTHHAVEN NURSING HOME,OH,615 Latham Ln,21.52,2002,44319
FALLON,2.26,2.58,Services,8062,General Medical and Surgical Hospitals,Health Services,Banner Health System,CHURCHILL COMMUNITY HOSPITAL,NV,801 E WILLIAMS AVE,8.4,2002,89406
Winfield,6.68,6.68,Manufacturing,3448,Prefabricated Metal Buildings and Components,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Morton Buildings Inc,,KS,Strother Fld,6.68,2002,67156
ALBERT LEA,8.47,10.17,Services,8052,Intermediate Care Facilities,Health Services,AMERICAN BPTST HMES OF MIDWEST,THORNE CREAST RETIRMENT CENTER,MN,1201 GARFIELD AVE,33.91,2002,56007
Cincinnati,0.0,0.0,Services,8051,Skilled Nursing Care Facilities,Health Services,D James Incorporated,Hillebrand Nursing & Rehab,OH,4320 Bridgetown Rd,10.32,2002,45211
JAMESTOWN,10.01,12.02,Services,8051,Skilled Nursing Care Facilities,Health Services,MANOR OAK SKLLD NRSNG FAC,,NY,423 BAKER ST,61.1,2002,14701
Louisville,3.75,15.01,Services,8052,Intermediate Care Facilities,Health Services,Meadows South Inc,,KY,1120 Cristland Rd,36.29,2002,40214
SAINT PAUL,0.0,0.87,Manufacturing,3451,Screw Machine Products,"Fabricated Metal Products, Except Machinery And Transportation Equipment",G P Companies Inc,Eagle Power Products,MN,1174 NORTHLAND DR,0.87,2002,55120
Belzoni,3.8,3.8,Services,8051,Skilled Nursing Care Facilities,Health Services,Magnolia Management Corp,Community Extended Care Center,MS,500 C C Rd,5.7,2002,39038
Killeen,0.0,0.0,Services,8051,Skilled Nursing Care Facilities,Health Services,House Med Ctr Convalescent Hm,Bell Haven Nursing Center,TX,1002 Medical Dr,0.0,2002,76543
Franklin,3.0,3.0,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,Keebler Company,,MA,17 Forge Parkway,18.05,2002,2038
Randolph,0.0,0.0,Manufacturing,3496,Miscellaneous Fabricated Wire Products,"Fabricated Metal Products, Except Machinery And Transportation Equipment",General Wire & Stamping Co,,NJ,1 Emery Ave,3.62,2002,7869
WHEELING,4.6,4.6,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,THE WELTY HOME FOR AGED INC,GOOD SHEPHERD NURSING HOME,WV,159 EDGINGTON LN,4.6,2002,26003
North Little Rock,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,C C Jones Inc,,AR,3131 E Broadway St,0.0,2002,72114
MADISON,4.55,18.21,Services,8051,Skilled Nursing Care Facilities,Health Services,KARMENTA HEALTH RESOURCES,KARMENTA HCC,WI,4502 MILWAUKEE ST,18.21,2002,53714
Cherry Hill,0.0,0.0,Retail Trade,5211,Lumber and Other Building Materials Dealers,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Strober-Haddenfield Group,Haddonfield Lumber,NJ,81 Kresson Rd,0.0,2002,8034
AUGUSTA,12.78,23.74,Services,8051,Skilled Nursing Care Facilities,Health Services,MAINE GENERAL REHABILITATION &,NURSING,ME,37 GRAYBIRCH DR,29.22,2002,4330
Stoystown,0.0,0.0,Manufacturing,3441,Fabricated Structural Metal,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Lincoln Contg & Eqp Co Inc,,PA,2478 Lincoln Hwy,7.65,2002,15563
Stacy,0.0,16.02,Manufacturing,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,Wyoming Machine Inc,,MN,30680 4th Blvd,19.59,2002,55079
BOYNTON BEACH,5.22,6.96,Wholesale Trade,5031,"Lumber, Plywood, Millwork, and Wood Panels",Wholesale Trade-durable Goods,TRIMCRAFT INC,CORAL INDUSTRIES,FL,1335 NEPTUNE DR,16.54,2002,33426
PEOSTA,1.96,23.55,Manufacturing,2448,Wood Pallets and Skids,"Lumber And Wood Products, Except Furniture",ADDOCO INC,,IA,12640 INDUSTRIAL CT,29.44,2002,52068
San Diego,8.47,8.47,Services,8051,Skilled Nursing Care Facilities,Health Services,Linda Vista Manor Inc,Kearny Mesa Convalescent Hosp,CA,7675 Family Cir,8.47,2002,92111
Aurora,0.0,0.0,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,Acosta Sales & Marketing Co,,CO,3045 S Parker Rd,1.36,2002,80014
LONE PINE,2.91,7.27,Services,8062,General Medical and Surgical Hospitals,Health Services,SOUTHERN INYO COUNTY LOCAL HOS,,CA,501 E LOCUST ST,17.46,2002,93545
CENTRAL FALLS,6.37,6.37,Services,8051,Skilled Nursing Care Facilities,Health Services,1414 ASSOCIATES INC,CARTIES HEALTH CENTER,RI,21 LINCOLN AVE,7.43,2002,2863
Forest Hills,1.3,1.3,Services,8051,Skilled Nursing Care Facilities,Health Services,Forest View Nursing Home Inc,,NY,7120 110th St,7.2,2002,11375
Los Angeles,12.14,12.55,"Transportation, Communications, Electric, Gas, And Sanitary Services",4214,Local Trucking With Storage,Motor Freight Transportation And Warehousing,Starving Students Inc,,CA,1850 Sawtelle Blvd,23.88,2002,90025
HOUSTON,3.8,3.8,Manufacturing,3491,Industrial Valves,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Mogas Industries Inc,,TX,14330 E HARDY RD,3.8,2002,77039
EL MONTE,3.88,7.76,"Transportation, Communications, Electric, Gas, And Sanitary Services",4225,General Warehousing and Storage,Motor Freight Transportation And Warehousing,HOWARDS APPLIANCES INC,HOWARDS WAREHOUSE & SVC CTR,CA,4177 ROWLAND AVE,9.7,2002,91731
NORTH CONWAY,8.01,24.05,Services,8052,Intermediate Care Facilities,Health Services,Memorial Hosp At N Conway N H,MEMORIAL HOSPITAL,NH,3073 WHITE MOUNTAIN HWY,29.4,2002,3860
LOS ANGELES,0.0,4.83,Services,8051,Skilled Nursing Care Facilities,Health Services,LIBBY CARE CENTER INC,BURLINGTON CONVALESCENT HOSP,CA,845 S BURLINGTON AVE,4.83,2002,90057
South Point,2.27,7.38,Manufacturing,3731,Ship Building and Repairing,Transportation Equipment,Mc Ginnis Inc,,OH,502 2nd St,8.51,2002,45680
WINDBER,4.21,7.83,Services,8051,Skilled Nursing Care Facilities,Health Services,CHURCH OF BRETHREN HOME,,PA,277 HOFFMAN AVE,15.06,2002,15963
NEWPORT,9.24,10.27,Services,8051,Skilled Nursing Care Facilities,Health Services,Baptist Life Communities Inc,,KY,120 MAIN ST,14.38,2002,41071
Davenport,0.36,2.89,Manufacturing,3531,Construction Machinery and Equipment,Industrial And Commercial Machinery And Computer Equipment,Deere & Company,Deere Davenport Works,IA,1175 E 90th Hwy 61 Mt Joy,5.66,2002,52808
North Liberty,2.49,2.49,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,J R R W Transport Inc,Swank JM Co,IA,520 W Penn St,6.24,2002,52317
Petaluma,8.82,17.65,Wholesale Trade,5144,Poultry and Poultry Products,Wholesale Trade-non-durable Goods,Sunrise Farms LLC,,CA,395 Liberty Rd,17.65,2002,94952
Washington,3.73,3.73,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Methodist Home of DC,,DC,4901 Connecticut Ave NW,3.73,2002,20008
Lewiston,3.22,16.55,Services,8052,Intermediate Care Facilities,Health Services,St Margrite Dyouville Pavilion,DYouville Pavilion,ME,102 Campus Ave,22.2,2002,4240
WALLINGFORD,5.93,10.08,Manufacturing,3316,"Cold-Rolled Steel Sheet, Strip, and Bars",Primary Metal Industries,ULBRICH STAINLESS STEELS & SPE,ULBRICH STEEL,CT,1 DUDLEY AVE,18.98,2002,6492
ABINGDON,1.24,1.24,Manufacturing,3446,Architectural and Ornamental Metal Work,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Kearney-National Inc,Hapco Division,VA,26252 HILLMAN HWY,9.36,2002,24210
Pennsauken,5.16,5.16,Manufacturing,3444,Sheet Metal Work,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Hays Sheet Metal Inc,H M Hays Sheet Metal Co,NJ,7300 N Crescent Blvd,5.16,2002,8110
PITTSBURG,6.8,11.33,Manufacturing,3523,Farm Machinery and Equipment,Industrial And Commercial Machinery And Computer Equipment,POLI-TRON INC,LEISUREWEAR,KS,3001 N ROUSE ST,31.74,2002,66762
Angleton,0.91,0.91,Services,8051,Skilled Nursing Care Facilities,Health Services,Country Village Care Inc,Country Village Nursing Home,TX,721 W Mulberry St,1.83,2002,77515
CLARENCE,8.63,10.72,Services,8051,Skilled Nursing Care Facilities,Health Services,BROTHERS OF MERCY NURSING HM,BROTHERS OF MERCY NURSING & RE,NY,10570 BERGTOLD RD,13.4,2002,14031
READING,0.51,3.62,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Tray-Pak Corp,,PA,TUCKERTON RD & READING CI,8.28,2002,19605
Hot Springs,2.37,8.87,Services,8062,General Medical and Surgical Hospitals,Health Services,St Josephs Regional Health Ctr,Saint Josephs Mercy Health Ctr,AR,300 Werner St,17.5,2002,71913
HUDSONVILLE,2.55,2.55,Wholesale Trade,5148,Fresh Fruits and Vegetables,Wholesale Trade-non-durable Goods,MIEDEMA PRODUCE INC,,MI,5005 40TH AVE,8.93,2002,49426
Lihue,0.0,9.65,"Transportation, Communications, Electric, Gas, And Sanitary Services",4512,"Air Transportation, Scheduled",Transportation By Air,FMC Technologies Inc.,FMC Airport Services,HI,3901 Mokulele Loop,9.65,2002,96766
Ridgway,0.0,0.0,Services,8052,Intermediate Care Facilities,Health Services,Coburn Lambert & Williams,Ridgway Manor,IL,901 W Race St,0.0,2002,62979
Manhasset,1.6,1.6,Services,8062,General Medical and Surgical Hospitals,Health Services,North Shore Long Island Jewish Health System,Noth Shore University Hospital,NY,300 Community Dr,10.31,2002,11030
YREKA,4.72,4.72,Services,8062,General Medical and Surgical Hospitals,Health Services,SISKIYOU HOSPITAL INC,FAIRCHILD MEDICAL CENTER,CA,444 BRUCE ST,9.92,2002,96097
RENO,2.85,2.85,"Transportation, Communications, Electric, Gas, And Sanitary Services",4512,"Air Transportation, Scheduled",Transportation By Air,UNITED AIR LINES INC,RENO-CANNON INTL AIRPORT RNOOZ,NV,2000 E PLUMB LN,14.28,2002,89502
WOODLAND,1.64,3.28,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,ST JOHNS RETIREMENT VILLAGE,,CA,135 WOODLAND AVE,13.14,2002,95695
Beloit,0.0,1.06,Services,8051,Skilled Nursing Care Facilities,Health Services,Hilltop Lodge Inc,,KS,815 N Independence Ave,2.13,2002,67420
Saint Petersburg,3.25,6.51,Services,8051,Skilled Nursing Care Facilities,Health Services,Manor Care Health Services,St. Petersburg #4226,FL,3479 54th Ave N,8.96,2002,33714
Massapequa,2.7,2.7,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Parkview Nursing Home Inc,,NY,5353 Merrick Rd,4.72,2002,11758
JACKSONVILLE,1.56,8.03,Services,8062,General Medical and Surgical Hospitals,Health Services,Southern Baptist Hosp of Fla,Baptist Medical Center,FL,800 PRUDENTIAL DR,15.33,2002,32207
LEITCHFIELD,7.53,10.35,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Grayson Housing Inc,Grayson Manor,KY,505 E LAKE DR,11.29,2002,42754
Simmesport,5.71,5.71,Services,8051,Skilled Nursing Care Facilities,Health Services,Bayou Chateau Nursing Ctr Inc,Chateau Nursing Center,LA,16232 Highway 1,8.57,2002,71369
Farmville,0.66,0.66,Services,8052,Intermediate Care Facilities,Health Services,Southside Community Nursing HM,HOLLY MANOR NURSING HOME,VA,2003 Cobb St,5.35,2002,23901
Jacksonville,3.99,3.99,Manufacturing,2541,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers",Furniture And Fixtures,Panel Processing Texas Inc,,TX,1010 S Bolton St,9.97,2002,75766
MOREHEAD CITY,5.63,9.39,Services,8051,Skilled Nursing Care Facilities,Health Services,JERNIGAN NURSING HOME SERVICES,HARBOR VIEW HEALTH CARE CENTER,NC,812 SHEPARD ST,11.27,2002,28557
